"Entidade";"Número/Ano Obra";"Número/Ano Intervenção";"Nome Empresa";"CPF/CNPJ";"Valor Total";"Descrição";"Data de Cadastro";"Data de Início";"Previsão Conclusão";"Percentual Conclusão (%)";"Situação"
"MUNICÍPIO DE CASCAVEL";"16 / 2019";"16 / 2019";"BC CONSTRUTORA LTDA";"11.478.001/0001-62";"894812.3300";"CP 4-2019 - ADEQUAÇÃO DE ACESSIBILIDADE DAS CALÇADAS DOS PRÓPRIOS MUNICIPAIS - FASE 3";"28/06/2019";"28/06/2019";"24/12/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"24 / 2019";"24 / 2019";"PEDREIRA RIO QUATI LTDA";"82.658.253/0001-11";"3202066.9600";"CP 6-2019 - EXECUÇÃO OBRAS DE READEQUAÇÃO DE VIAS NO ENTORNO DO VIADUTO DA BR 277";"21/08/2019";"21/08/2019";"17/01/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"15 / 2019";"15 / 2019";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"451565.9000";"TP 9-2019 - ILUMINAÇÃO PÚBLICA - EXTENSÃO E ADEQUAÇÃO DE REDE";"26/06/2019";"26/06/2019";"23/10/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"17 / 2019";"17 / 2019";"WZK CONSTRUCOES LTDA; WZK CONSTRUCOES LTDA; WZK CONSTRUCOES LTDA";"12.066.060/0001-96; 12.066.060/0001-96; 12.066.060/0001-96";"2896876.6600";"CP 34-2018 UNIDADE DE PRONTO ATENDIMENTO (UPA) TANCREDO NEVES";"10/07/2019";"10/07/2019";"04/05/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"22 / 2019";"22 / 2019";"CONSTRUTORA DINÂMICA LTDA - EPP; CONSTRUTORA DINÂMICA LTDA - EPP";"13.345.161/0001-69; 13.345.161/0001-69";"487166.1800";"TP 10-2019 - TERMINAL DE TRANSBORDO LESTE - ÁREA DE LAZER-RECREAÇÃO-CIDADANIA - ESTAÇÃO DA CIDADANIA";"05/08/2019";"05/08/2019";"31/01/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"23 / 2019";"23 / 2019";"ELETRICA GLOBAL CONSTRUTORA DE OBRAS EIRELI";"18.635.181/0001-98";"109720.4900";"TP 8-2019 - ILUMINAÇÃO PÚBLICA - PROLONGAMENTO RUA PRES. KENNEDY";"07/08/2019";"07/08/2019";"04/12/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"21 / 2019";"21 / 2019";"CONSTRUTORA DANILO BANDEIRA LTDA; CONSTRUTORA DANILO BANDEIRA LTDA";"10.684.046/0001-20; 10.684.046/0001-20";"2727425.9800";"CP 2-2019 - REFORMA DA ESCOLA MUNICIPAL ANIBAL LOPES DA SILVA - 2ª FASE";"31/07/2019";"31/07/2019";"25/04/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"19 / 2019";"19 / 2019";"CONSTRUTORA DANILO BANDEIRA LTDA; CONSTRUTORA DANILO BANDEIRA LTDA";"10.684.046/0001-20; 10.684.046/0001-20";"863678.9600";"TP 5-2019 - CMEI DARCI ANGELA BORGES";"23/07/2019";"23/07/2019";"18/03/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"12 / 2021";"12 / 2021";"PRADO & PRADO LTDA";"23.153.183/0001-80";"1515215.5300";"CP 23-2020 - PAVIMENTAÇÃO DE VIAS URBANAS - DIVERSAS RUAS";"26/04/2021";"26/04/2021";"21/12/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"34 / 2020";"34 / 2020";"CS ENGENHARIA LTDA";"04.484.402/0001-60";"1318946.9800";"CP 4-2020 PAVIMENTAÇÃO DE VIAS URBANAS - AVENIDA GRALHA AZUL";"22/06/2020";"22/06/2020";"19/10/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"39 / 2019";"39 / 2019";"M. V. L. ENGENHARIA E CONSTRUÇÕES LTDA. - EPP; M. V. L. ENGENHARIA E CONSTRUÇÕES LTDA. - EPP";"10.721.733/0001-79; 10.721.733/0001-79";"1026417.5000";"CP 11-2019 - EXECUÇÃO DE 20 MORADIAS POPULARES";"16/09/2019";"16/09/2019";"13/03/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"27 / 2019";"27 / 2019";"PAVIMENTACOES E TERRAPLENAGENS SCHMITT LTDA";"03.030.002/0001-11";"1567439.5700";"CP 8-2019 (CASTELO BRANCO) - ADEQUAÇÃO E PAVIMENTAÇÃO ASFÁLTICA EM ESTRADA RURAL";"27/08/2019";"27/08/2019";"22/02/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"26 / 2019";"26 / 2019";"CALEMA CONSTRUCOES E OBRAS LTDA";"13.158.037/0001-94";"293000.0000";"CP 8-2019 (RIO BONITO) - ADEQUAÇÃO E PAVIMENTAÇÃO ASFÁLTICA EM ESTRADA RURAL";"27/08/2019";"27/08/2019";"25/10/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"25 / 2019";"25 / 2019";"CALEMA CONSTRUCOES E OBRAS LTDA";"13.158.037/0001-94";"368000.0000";"CP 8-2019 (NENEVÊ) - ADEQUAÇÃO E PAVIMENTAÇÃO ASFÁLTICA EM ESTRADA RURAL";"27/08/2019";"27/08/2019";"25/10/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"49 / 2019";"49 / 2019";"CONSTRUTORA DINÂMICA LTDA - EPP";"13.345.161/0001-69";"274163.0200";"TP 17-2019 - CENTRO DE TREINAMENTO DE PROTEÇÃO A DESASTRES DO MUNICÍPIO DE CASCAVEL";"26/09/2019";"26/09/2019";"23/01/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"35 / 2019";"35 / 2019";"PAVIMENTACOES E TERRAPLENAGENS SCHMITT LTDA";"03.030.002/0001-11";"2075263.8600";"CP 8-2019 (SAPUCAIA) - ADEQUAÇÃO E PAVIMENTAÇÃO ASFÁLTICA EM ESTRADA RURAL";"13/09/2019";"13/09/2019";"09/04/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"28 / 2019";"28 / 2019";"PAVIMENTACOES E TERRAPLENAGENS SCHMITT LTDA";"03.030.002/0001-11";"809391.9600";"CP 8-2019 (RIO DAS FLORES) - ADEQUAÇÃO E PAVIMENTAÇÃO ASFÁLTICA EM ESTRADA RURAL";"27/08/2019";"27/08/2019";"24/12/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"29 / 2019";"29 / 2019";"PAVIMENTACOES E TERRAPLENAGENS SCHMITT LTDA";"03.030.002/0001-11";"2846653.7300";"CP 5-2019 (LOTE 01) - ABERTURA E RECAPE DE VIAS NO ENTORNO DA AV. TANCREDO NEVES";"02/09/2019";"02/09/2019";"30/12/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"36 / 2019";"36 / 2019";"PAVIMENTACOES E TERRAPLENAGENS SCHMITT LTDA";"03.030.002/0001-11";"1721418.3900";"CP 8-2019 (CAÇA E PESCA) - ADEQUAÇÃO E PAVIMENTAÇÃO ASFÁLTICA EM ESTRADA RURAL";"13/09/2019";"13/09/2019";"10/01/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"38 / 2019";"38 / 2019";"PAVIMENTACOES E TERRAPLENAGENS SCHMITT LTDA";"03.030.002/0001-11";"833776.6300";"CP 8-2019 (BARZOTTO) - ADEQUAÇÃO E PAVIMENTAÇÃO ASFÁLTICA EM ESTRADA RURAL";"13/09/2019";"13/09/2019";"10/01/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"33 / 2019";"33 / 2019";"CONSTRUTORA DANILO BANDEIRA LTDA; CONSTRUTORA DANILO BANDEIRA LTDA";"10.684.046/0001-20; 10.684.046/0001-20";"2037952.1300";"TP 6-2019 - UNIDADE DE SAÚDE DE FAMÍLIA CANCELLI";"05/09/2019";"30/09/2019";"23/09/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"53 / 2020";"53 / 2020";"CONSTRUTORA KARTAL LTDA";"13.852.015/0001-20";"1033939.0000";"CP 9-2020 - PAVIMENTAÇÃO DE VIAS URBANAS - RUA XAVANTES";"28/07/2020";"28/07/2020";"24/12/2020";"89.98";"Concluída"
"MUNICÍPIO DE CASCAVEL";"58 / 2019";"58 / 2019";"CONSTRUTORA MONUMENTO LTDA; CONSTRUTORA MONUMENTO LTDA";"77.881.548/0001-12; 77.881.548/0001-12";"874436.0200";"CP 10-2019 (LOTE 02) - ECO PONTO NO BAIRRO QUEBEC";"23/10/2019";"23/10/2019";"19/04/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"34 / 2019";"34 / 2019";"CONSTRUTORA DANILO BANDEIRA LTDA; CONSTRUTORA DANILO BANDEIRA LTDA";"10.684.046/0001-20; 10.684.046/0001-20";"1886234.0700";"TP 7-2019 - UNIDADE DE SAÚDE DE FAMÍLIA LOS ANGELES";"05/09/2019";"30/09/2019";"23/09/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"59 / 2019";"59 / 2019";"GD2 ADMINISTRADORA DE OBRAS LTDA";"16.517.222/0001-16";"870065.5600";"CP 10-2019 (LOTE 03) - ECO PONTO NO BAIRRO SANTA CRUZ";"23/10/2019";"23/10/2019";"19/04/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"57 / 2019";"57 / 2019";"ANCEMA CONSTRUÇÕES LTDA; ANCEMA CONSTRUÇÕES LTDA";"06.974.313/0001-27; 06.974.313/0001-27";"937467.9600";"CP 10-2019 (LOTE 01) - ECO PONTO NO BAIRRO CASCAVEL VELHO";"22/10/2019";"23/10/2019";"19/04/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"56 / 2019";"56 / 2019";"CONSTRUTORA DE OBRAS LUNICA LTDA";"15.566.795/0001-77";"26551.4700";"TP 12-2019 - ILUMINAÇÃO PÚBLICA - ILUMINAÇÃO DA QUADRA ESPORTIVA DO BAIRRO FLORESTA";"10/10/2019";"11/10/2019";"09/12/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"18 / 2019";"18 / 2019";"CONSTRUTORA DANILO BANDEIRA LTDA; CONSTRUTORA DANILO BANDEIRA LTDA";"10.684.046/0001-20; 10.684.046/0001-20";"1380009.1500";"TP 3-2019 - CMEI JULIO INACIO UNCER";"10/07/2019";"10/07/2019";"04/05/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"3 / 2020";"3 / 2020";"VIAPIANA INDUSTRIA E COMÉRCIO DE ESTRUTURAS METÁLICAS LTDA";"76.096.031/0001-50";"912658.1800";"CP 14-2019 - ECO PONTO NO MELISSA.";"27/01/2020";"27/01/2020";"24/07/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"31 / 2019";"31 / 2019";"PAVIMENTACOES E TERRAPLENAGENS SCHMITT LTDA";"03.030.002/0001-11";"1186250.3300";"CP 5-2019 (LOTE 03) - ABERTURA E RECAPE DE VIAS NO ENTORNO DA AV. TANCREDO NEVES";"02/09/2019";"02/09/2019";"30/11/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"38 / 2020";"38 / 2020";"CONSTRUTORA DINÂMICA LTDA - EPP";"13.345.161/0001-69";"26623.3500";"TP 1-2020 (LOTE 03) - CISTERNAS ELEVADAS - ESCOLA MUNICIPAL CARLOS DE CARVALHO";"02/07/2020";"02/07/2020";"31/07/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"37 / 2019";"37 / 2019";"PAVIMENTACOES E TERRAPLENAGENS SCHMITT LTDA";"03.030.002/0001-11";"2102510.8000";"CP 8-2019 (CAVICHIONI-RIO DO OESTE) - ADEQUAÇÃO E PAVIMENTAÇÃO ASFÁLTICA EM ESTRADA RURAL";"13/09/2019";"13/09/2019";"09/04/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"30 / 2019";"30 / 2019";"PAVIMENTACOES E TERRAPLENAGENS SCHMITT LTDA";"03.030.002/0001-11";"1217061.2500";"CP 5-2019 (LOTE 02) - ABERTURA E RECAPE DE VIAS NO ENTORNO DA AV. TANCREDO NEVES";"02/09/2019";"02/09/2019";"30/11/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"32 / 2019";"32 / 2019";"PAVIMENTACOES E TERRAPLENAGENS SCHMITT LTDA";"03.030.002/0001-11";"1611288.0800";"CP 5-2019 (LOTE 04) - ABERTURA E RECAPE DE VIAS NO ENTORNO DA AV. TANCREDO NEVES";"02/09/2019";"02/09/2019";"30/12/2019";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"35 / 2020";"35 / 2020";"CS ENGENHARIA LTDA; CS ENGENHARIA LTDA";"04.484.402/0001-60; 04.484.402/0001-60";"2383236.3400";"CP 8-2020 - PAVIMENTAÇÃO DE VIAS URBANAS - AVENIDA PAPAGAIOS";"30/06/2020";"30/06/2020";"26/12/2020";"97.78";"Concluída"
"MUNICÍPIO DE CASCAVEL";"39 / 2020";"39 / 2020";"CONSTRUTORA DINÂMICA LTDA - EPP";"13.345.161/0001-69";"23296.9400";"TP 1-2020 (LOTE 04) - CISTERNAS ELEVADAS - ESCOLA MUNICIPAL JOSÉ BONIFÁCIO";"02/07/2020";"07/07/2020";"05/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"14 / 2020";"14 / 2020";"CONSTRUTORA VALE OESTE LTDA";"09.346.676/0001-06";"1183005.3501";"TP 11-2019 - REFORMA E AMPLIAÇÃO NA UNIDADE DE SAÚDE DA FAMÍLIA JUVINÓPOLIS";"19/02/2020";"19/02/2020";"12/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"48 / 2020";"48 / 2020";"TRAJETO ENGENHARIA E COMÉRCIO EIRELI";"82.244.971/0001-41";"10253320.2200";"CP 22-2019 - ILUMINAÇÃO PÚBLICA - LUMINÁRIAS DE TECNOLOGIA LED";"10/07/2020";"10/07/2020";"05/01/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"50 / 2020";"50 / 2020";"CONSTRUTORA KARTAL LTDA";"13.852.015/0001-20";"1418293.2300";"CP 7-2020 (LOTE 02) - PAVIMENTAÇÃO DE VIAS URBANAS - VÁRIOS BAIRROS";"16/07/2020";"16/07/2020";"12/12/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"3 / 2021";"3 / 2021";"M.L.P. GONÇALVES & CIA LTDA - EPP; M.L.P. GONÇALVES & CIA LTDA - EPP";"09.203.950/0001-98; 09.203.950/0001-98";"855603.1300";"TP 16-2020 - CENTRO DE CONVIVÊNCIA EUREKA - CCI XIV DE NOVEMBRO";"28/01/2021";"28/01/2021";"26/07/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"37 / 2020";"37 / 2020";"CONSTRUTORA DINÂMICA LTDA - EPP";"13.345.161/0001-69";"26487.3300";"TP 1-2020 (LOTE 02) - CISTERNAS ELEVADAS - ESCOLA MUNICIPAL OSCAR A. MOMBACH";"02/07/2020";"07/07/2020";"05/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"61 / 2019";"61 / 2019";"EVOLUÇÃO ENGENHARIA, CONSTRUÇÃO E ADMINISTRAÇÃO LTDA";"11.892.959/0001-03";"1084774.4700";"TP 13-2019 - CERCA OPERACIONAL DO AEROPORTO CORONEL ADALBERTO MENDES DA SILVA";"23/10/2019";"23/10/2019";"19/04/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"63 / 2019";"63 / 2019";"CONSTRUTORA IRMÃOS GODOY LTDA; CONSTRUTORA IRMÃOS GODOY LTDA";"14.969.322/0001-58; 14.969.322/0001-58";"2606988.7600";"CP 9-2019 - COMPLEXO DE ATENÇÃO PRIMARIA DE SAÚDE TIO ZACA";"11/11/2019";"20/11/2019";"14/09/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"62 / 2019";"62 / 2019";"CONSTRUPAR CONSTRUCOES LTDA; CONSTRUPAR CONSTRUCOES LTDA; CONSTRUPAR CONSTRUCOES LTDA";"03.096.398/0001-08; 03.096.398/0001-08; 03.096.398/0001-08";"513000.0300";"TP 14-2019 - MODERNIZAÇÃO DA PISTA DE ATLETISMO DO COMPLEXO ESPORTIVO CIRO NARDI";"30/10/2019";"30/10/2019";"26/04/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"69 / 2019";"69 / 2019";"SS TREVO SINALIZACAO E CONSERVACAO LTDA";"07.453.203/0001-82";"779318.4500";"CP 18-2019 (LOTE 02) - FAIXAS ELEVADAS E ACESSIBILIDADE DAS CALÇADAS DE ESCOLAS MUNICIPAIS";"19/12/2019";"19/12/2019";"17/03/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"65 / 2019";"65 / 2019";"AGUA BOA POÇOS ARTESIANOS LTDA - ME";"02.486.286/0001-92";"21100.0000";"TP 21-2019 - PERFURAÇÃO DE POÇO ARTESIANO NO ATERRO MUNICIPAL DE CASCAVEL";"28/11/2019";"06/12/2019";"03/02/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"67 / 2019";"67 / 2019";"COMPANHIA MUNICIPAL DE HABITACÃO DE CASCAVEL - COHAVEL";"00.063.738/0001-06";"368307.3300";"DL 47-2019 - INFRAESTRUTURA DE IMPLANTAÇÃO DE 20 (VINTE) CASAS POPULARES NO JARDIM VENEZA";"06/12/2019";"06/12/2019";"03/02/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"64 / 2019";"64 / 2019";"PPN CONSTRUCOES LTDA; PPN CONSTRUCOES LTDA";"80.303.761/0001-51; 80.303.761/0001-51";"2147977.4000";"TP 20-2019 - CONSTRUÇÃO DA UNIDADE DE SAÚDE DA FAMÍLIA FAG";"20/11/2019";"20/11/2019";"13/11/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"66 / 2019";"66 / 2019";"PAULO ROBERTO KRAUSE OBRAS - ME";"14.056.615/0001-44";"20478.6000";"CP 7-2019 (ATRÁS DO AEROPORTO) - ADEQUAÇÃO E CASCALHAMENTO EM ESTRADAS RURAIS";"02/12/2019";"02/12/2019";"30/01/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"68 / 2019";"68 / 2019";"SS TREVO SINALIZACAO E CONSERVACAO LTDA";"07.453.203/0001-82";"779318.4500";"CP 18-2019 (LOTE 01) - FAIXAS ELEVADAS E ACESSIBILIDADE DAS CALÇADAS DE ESCOLAS MUNICIPAIS";"19/12/2019";"19/12/2019";"17/03/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"45 / 2020";"45 / 2020";"CONSTRUTORA VALENTINI BUZANELO LTDA";"35.915.322/0001-45";"21743.2400";"TP 1-2020 (LOTE 06) - CISTERNAS ELEVADAS - ESCOLA MUNICIPAL JOSÉ H. TEIXEIRA";"02/07/2020";"02/07/2020";"31/07/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"70 / 2019";"70 / 2019";"SS TREVO SINALIZACAO E CONSERVACAO LTDA";"07.453.203/0001-82";"779318.4500";"CP 18-2019 (LOTE 03) - FAIXAS ELEVADAS E ACESSIBILIDADE DAS CALÇADAS DE ESCOLAS MUNICIPAIS";"19/12/2019";"19/12/2019";"17/03/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"9 / 2020";"9 / 2020";"ELETRICA GLOBAL CONSTRUTORA DE OBRAS EIRELI";"18.635.181/0001-98";"548002.5400";"TP 29-2019 - OBRA DE ILUMINAÇÃO PÚBLICA NA ITELO WEBER";"11/02/2020";"11/02/2020";"09/06/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"40 / 2020";"40 / 2020";"CONSTRUTORA DINÂMICA LTDA - EPP";"13.345.161/0001-69";"23778.1700";"TP 1-2020 (LOTE 05) - CISTERNAS ELEVADAS - ESCOLA MUNICIPAL JOSÉ DE ALENCAR";"02/07/2020";"07/07/2020";"05/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"55 / 2020";"55 / 2020";"GD2 ADMINISTRADORA DE OBRAS LTDA";"16.517.222/0001-16";"415462.1700";"TP 3-2020 - PRAÇA ESPAÇO INCLUSIVO";"06/08/2020";"06/08/2020";"03/12/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"73 / 2019";"73 / 2019";"WZK CONSTRUCOES LTDA; WZK CONSTRUCOES LTDA";"12.066.060/0001-96; 12.066.060/0001-96";"4143509.6600";"CP 12-2019 - REFORMA E AMPLIAÇÃO DA ESCOLA MUNICIPAL NOSSA SENHORA DA SALETE";"20/12/2019";"20/12/2019";"13/12/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"4 / 2020";"4 / 2020";"CONSTRUTORA MONUMENTO LTDA";"77.881.548/0001-12";"211632.0100";"TP 24-2019 - EXECUÇÃO DE FLOREIRAS E PERGOLADOS NO CANTEIRO CENTRAL DA AV. TANCREDO NEVES";"27/01/2020";"27/01/2020";"25/04/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"57 / 2020";"57 / 2020";"VIAPIANA INDUSTRIA E COMÉRCIO DE ESTRUTURAS METÁLICAS LTDA";"76.096.031/0001-50";"751700.7000";"TP 6-2020 - CONSTRUÇÃO DO GINÁSIO DE ESPORTES DO DISTRITO DE JUVINÓPOLIS";"15/09/2020";"15/09/2020";"11/02/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"2 / 2020";"2 / 2020";"PRADO & PRADO LTDA";"23.153.183/0001-80";"1442347.6600";"CP 20-2019 (CHAPARRAL-IPIRANGA) - ADEQUAÇÃO E PAVIMENTAÇÃO ASFÁLTICA EM ESTRADA RURAL";"13/01/2020";"13/01/2020";"09/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"1 / 2020";"1 / 2020";"CONSTRUTORA DE OBRAS LUNICA LTDA";"15.566.795/0001-77";"338495.4200";"TP 19-2019 - EXECUÇÃO DE QUADRA DE GRAMA SINTÉTICA NO BAIRRO SANTOS DUMONT";"09/01/2020";"09/01/2020";"07/04/2020";"16.55";"Concluída"
"MUNICÍPIO DE CASCAVEL";"71 / 2019";"71 / 2019";"GIGA LUZ INSTALACOES ELETRICAS LTDA";"17.379.750/0001-19";"174545.8700";"TP 26-2019 (LOTE 01 A LOTE 10 E LOTE 12) - ILUMINAÇÃO PÚBLICA - EXTENSÃO E ADEQUAÇÃO DE REDE";"20/12/2019";"20/12/2019";"17/04/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"72 / 2019";"72 / 2019";"ELETRO CAF COMERCIO DE MATERIAIS ELETRICOS LTDA";"10.906.818/0001-21";"229881.7000";"TP 26-2019 (LOTE 11) - ILUMINAÇÃO PÚBLICA - EXTENSÃO E ADEQUAÇÃO DE REDE";"20/12/2019";"20/12/2019";"17/04/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"5 / 2020";"5 / 2020";"DWG ENGENHARIA E ASSESSORIA TECNICA LTDA";"26.900.062/0001-43";"288276.1100";"TP 31-2019 - CONSTRUÇÃO DE CÉLULA NO ATERRO SANITÁRIO DE CASCAVEL";"31/01/2020";"31/01/2020";"28/07/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"7 / 2020";"7 / 2020";"MOZIONE OESTE CONSTRUCOES LTDA; MOZIONE OESTE CONSTRUCOES LTDA";"75.523.910/0001-58; 75.523.910/0001-58";"214090.8500";"TP 33-2019 - REFORMA DA PLATÉIA DO TEATRO MUNICIPAL SEFRIN FILHO";"06/02/2020";"06/02/2020";"05/05/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"15 / 2020";"15 / 2020";"LM PROJETOS E EXECUÇÃO LTDA; LM PROJETOS E EXECUÇÃO LTDA";"01.289.860/0001-50; 01.289.860/0001-50";"1038885.8800";"TP 18-2019 - REFORMA DA ESCOLA MUNICIPAL TEREZINHA PICOLI CEZAROTTO";"27/02/2020";"27/02/2020";"24/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"11 / 2020";"11 / 2020";"MOZIONE OESTE CONSTRUCOES LTDA";"75.523.910/0001-58";"524032.5700";"TP 32-2019 - SALÃO COMUNITÁRIO DO BAIRRO SANTOS DUMONT (CENTRO DE EVENTOS DA CIDADANIA)";"14/02/2020";"14/02/2020";"11/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"13 / 2020";"13 / 2020";"MOZIONE OESTE CONSTRUCOES LTDA";"75.523.910/0001-58";"207571.2500";"TP 23-2019 - CONSTRUÇÃO DE PASSARELA PARA PEDESTRES NO LAGO MUNICIPAL DE CASCAVEL";"17/02/2020";"17/02/2020";"16/05/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"17 / 2020";"17 / 2020";"PRADO & PRADO LTDA";"23.153.183/0001-80";"411166.8300";"CP 27-2019 - (RIO DO SALTO) - ADEQUAÇÃO E PAVIMENTAÇÃO ASFÁLTICA EM ESTRADA RURAL";"26/02/2020";"26/02/2020";"25/05/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"8 / 2020";"8 / 2020";"LM PROJETOS E EXECUÇÃO LTDA; LM PROJETOS E EXECUÇÃO LTDA";"01.289.860/0001-50; 01.289.860/0001-50";"1137885.6900";"TP 36-2019 - CONSTRUÇÃO DE RESTAURANTE POPULAR NO BAIRRO CASCAVEL VELHO";"06/02/2020";"06/02/2020";"03/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"10 / 2020";"10 / 2020";"DALBA ENGENHARIA E EMPREENDIMENTOS LTDA";"03.222.465/0001-85";"6811110.4800";"CP 29-2019 - EXECUÇÃO DO PÁTIO DE AERONAVES DO AEROPORTO CORONEL ADALBERTO MENDES DA SILVA";"27/02/2020";"27/02/2020";"25/06/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"20 / 2020";"20 / 2020";"WZK CONSTRUCOES LTDA; WZK CONSTRUCOES LTDA";"12.066.060/0001-96; 12.066.060/0001-96";"3327023.1200";"CP 16-2019 - REFORMA DA ESCOLA MUNICIPAL DIVANETE ALVES BRITO DA SILVA";"25/03/2020";"25/03/2020";"19/03/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"19 / 2020";"19 / 2020";"LM PROJETOS E EXECUÇÃO LTDA; LM PROJETOS E EXECUÇÃO LTDA";"01.289.860/0001-50; 01.289.860/0001-50";"2010410.5400";"TP 35-2019 - UNIDADE DE SAÚDE DA FAMÍLIA GUARUJÁ";"19/03/2020";"19/03/2020";"12/01/2021";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"16 / 2020";"16 / 2020";"LM PROJETOS E EXECUÇÃO LTDA; LM PROJETOS E EXECUÇÃO LTDA";"01.289.860/0001-50; 01.289.860/0001-50";"1092410.7200";"TP 37-2019 - CONSTRUÇÃO DE RESTAURANTE POPULAR DO BAIRRO SANTA CRUZ";"26/02/2020";"26/02/2020";"23/08/2020";"100";"Concluída"
"MUNICÍPIO DE CASCAVEL";"23 / 2020";"23 / 2020";"ADALTA CONSTRUTORA LTDA; ADALTA CONSTRUTORA LTDA";"08.727.496/0001-01; 08.727.496/0001-01";"1160458.0400";"CP 17-2019 - REFORMA DA ESCOLA MUNICIPAL MARIA FANNY QUESSADA DE ARAÚJO - 1ª FASE";"23/04/2020";"23/04/2020";"18/12/2020";"100";"Concluída"
